"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"283","A Gentleman in Moscow: A Novel","Great Book","scooter63","0143110438","R23LU7CXDUM0KU","1555110317","This is one of the best books I've read in a very long time.  I loved being in the world of Count Rostov at the Metropol Hotel.  Count Rostov sets the example for us all to make the best of one's circumstances and shows us that we can find the fascinating in the mundane.  The Count is a true gentleman in every sense of the word.",5
"286","A Gentleman in Moscow: A Novel","TO RUSSIA WITH LOVE","christine king","0143110438","R37PTNQO7WYHSA","1555110917","I was transported to Russia.  An amazing story of a person living under highly restrained circumstances in a very controlled environment, this story shows us what optimism is all about and how all of us really can make lemonade out of lemons.",5
"288","Less (Winner of the Pulitzer Prize): A Novel","Not sure if I can be bothered to finish it","R. Zocher","0316316121","R311VDQ3UFTB31","1555111178","Disappointed by this Pulitzer winning book. Am so bored by this book, the dull horrible superficial vacuous uninspiring characters and story. Feel mean writing that but unless something happens Im not going to make it to the end. Over halfway through. I need inspiration and relief from the world not marination in its horrible empty banal superficiality.....",5
"291","A Gentleman in Moscow: A Novel","and I've grown bored. The author uses beautiful language and lovely descriptions","April","0143110438","R1MCU6JMNBKR2O","1555111517","Does this story ever get interesting? I've made it through 100 pages, and I've grown bored. The author uses beautiful language and lovely descriptions, but there is no plot. I stopped reading for now. I'm going to read something else and come back to this later.",2
"294","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Wonderful book","Justin D","1400208017","R3C8PP6O4QBMBM","1555111849","Inspiring",5
"295","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Posthumous Vindication","Kurt Moore","62319795","R1NYBCF5F1J1E0","1555112072","A truly compelling piece of investigative journalism, ""I'll Be Gone In The Dark"" stands as its author's most compelling work. Meticulously researched and exhaustively detailed, it is at the same time accessible and easy to read due to McNamara's skillful prose.",5
"300","The Longevity Paradox: How to Die Young at a Ripe Old Age (The Plant Paradox)","Concepts are interesting, but a bit weak when diving into the background data,","Haical Sajovic Haddad","0062843397","R37X1G7HE6KGDU","1555112602","Gundry pops out another in his series as he continues to learn, but like his other works he is a bit loose on his interpretation of some of the scientific literature. In fact, sometimes I wonder if he read the article he cites as his ""fact"" is so different from the paper. He provides a lot of empirical case studies in his book, but doesn't appear to like to publish. If someone has a health struggle, it is worth experimenting with his approach. I keep tripping over his ego loaded statements, as I'm more a ""by the facts"" person. Should you try his approach, be prepared for a shock at the cost of his supplement lists. Hopefully your retirement budget is flush.",5
"301","A Gentleman in Moscow: A Novel","but it feels like it's going nowhere at the halfway point","KrazieFish","0143110438","RE1ON9W3JT6VY","1555112717","I'm trying hard to make it through this book, but it feels like it's going nowhere at the halfway point.",3
"302","Lead from the Outside","impressive interview on TV","dana m","1250214807","R27ZMXS7LDWA56","1555112821","I haven't read the book yet, but I just saw her Cspan talk at the Strand Books in NY, and I've never been so impressed on all counts by a politician---or even any cspan book author, and I watch a lot of them. I was just curious what she meant by how to lead from the outside--so important now. Cspan will have a video of this for anyone interested.Well, by the end of the program, I wished I could vote for her, but I don't live in GA. I was really impressed--she came across as very direct, authentic, super smart, funny, empathetic, knowledgeable and seems very reality oriented--hooray. I run out of adjectives. Hope to see her more, and will read her book.",5
"303","A Gentleman in Moscow: A Novel","A Best Seller, you bet.","Jon W. Good","0143110438","R2MSWV4OG19KEO","1555112837","This was a skillfully crafted novel.  A true breath of literary fresh air.  I highly recommend this novel to anyone that enjoys a well written story with a true representation of pre-revolutionary Russia.  Also, the behavior of a true gentleman was a pleasant change from what is being offered in many other stories.  Read this book and see if you agree.",5
"306","A Gentleman in Moscow: A Novel","A surprise 5 Star","F. Shepherd","0143110438","R3NNDJ0C2ZRPC8","1555113497","I did not suspect I would enjoy this novel when bought it on the fly traveling to Europe.  But boy was I surprised.  It is a jewel and a must read if you enjoy incredible language, inpecable story line and a cast of characters that will warm your heart.  You may want to read this book twice!",5
"309","The Woman in the Window: A Novel","slow and painful","L. Williams","0062678426","R1JR4DLUJ1IC7D","1555114171","Too dark, tedious and predictable",5
"310","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","I had to stop reading before bed to prevent myself from having bad dreams. It breaks my heart to know that ...","Brianna","62319795","R278KLMXPECUHU","1555114269","This book!  This book is incredible.  Michelle McNamara was an unbelievably phenomenal writer.  It's an absolutely chilling read.  I had to stop reading before bed to prevent myself from having bad dreams.  It breaks my heart to know that she has passed, but I'm so thankful this monster is now behind bars. Maybe in some way she had a small part in this.  Fantastic yet TERRIFYING read, highly recommend.",5
"311","A Gentleman in Moscow: A Novel","Kindle version does not present footnoted information as such.","Beck","0143110438","R2M79Q9H33AWY4","1555114337","As seems to be widely accepted, it is a delightful read. However, with the Kindle version, I was surprised and disappointed to learn that the print version includes additional information given in the form of footnotes.  In the e-version, where I was able to make quick comparison, the supplemental information was included sometimes but just in parentheses, as if part of the main text, not identified as footnotes.  Learning this helped me understand why there was occasionally awkwardly placed text that interrupted the literary flow.",4
"313","A Gentleman in Moscow: A Novel","Bravo!","Becky Carroll","0143110438","R3GSWBPGA0D9EO","1555114397","The only complaint I have is that this masterpiece had to end. I want more of the Count and the satelitte characters he befriends.Truly an extraordinary work! The way the Count slips from present to memory and he maintains such a jolly attitude. He surprises in the end and how delightful his plan.Wonderful from start to finish!",5
"316","The Savior (The Black Dagger Brotherhood series)","Vintage JR Ward BDB story...","Lori McCarthy","1501194941","R3GL3K2Z06NK8","1555114758","Definitely hungry for more.

Ms Ward I thank you for writing Murhder's story. We asked and you delivered an exceptional story as always and gave us plenty of twists regarding John Matthew, Xhex and Darius while adding a new (maybe) not so new villain direct to the BDB storyline. I definitely will be rereading this book and can't wait for the next book to come out.",5
"318","A Gentleman in Moscow: A Novel","Wonderful character development- a real page turner","Mary Ann Pry","0143110438","R8CCGRT1UKA5C","1555114817","Fascinating story of a true gentleman who created his own family in early 20th century Russia while forced to live in a Moscow hotel by the new government. Wonderful character development- a real page turner.",5
"319","Supermarket","Arrived as expected","Amazon Customer","1982127139","RKN1YDLTOFU8Y","1555114835","The book arrived in perfect condition. I’m not finished reading it yet (half way through part one), but it’s really good so far!",5
"320","The Woman in the Window: A Novel","Rear Window meets Disturbia","L. Williams","0062678426","R1RQ4ID5PDC0UK","1555143391","I was worried this would be like all the other popular novels now where you have a main character that is unreliable and unlikable and they witness a crime. While the main character does have issues you can understand why she is the way she is but also she is still intelligent person. There were several twists that I didn't see coming and it took a lot for me to not peek to the end to find out what was really going on. I have seen a lot of the movies referenced in the book and liked how they included them when describing things. I think this will make for a good movie as well.",5
"321","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Amazing","steven","1400208017","RWRIRB23X5TL1","1555143400","Best book ever",5
"322","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","A Masterpiece","Parker Taylor","62319795","R3QMYFSGQBX2RA","1555143507","The world is bereft of this woman and her gifts. Who knows what else she might have uncovered with her instincts and tenacity. May she rest in peace.a",5
"323","Lies My Doctor Told Me Second Edition: Medical…","Wow what a great Book! !","Rich Pipia","162860378X","R1T2UX48AC6QX1","1555143546","Great book!  everybody should have this book, plain&simple to understand.buy 2 and give one to your best friend or family member. Could not put it down.A must read for all of us. Glad I  bought this. So much to know. Just buy it! You Will not be sorry!",5
"324","Lost Roses: A Novel","Intriguing Stand-Alone Prequel with alternating narrators","Barbara McArthur","1524796379","R1V6WZXJTNTKQF","1555143664","Martha Hall Kelly writes a riveting story which not only has a marvelous story line but is written in a way that draws in the reader. Each chapter of Lost Roses is told from the point of view of one of the three main characters--a wealthy American woman, her friend a Russian princess, and a Russian peasant. This rotating viewpoint allows Kelly to both further the story but also to provide information that helps to paint a fuller picture of what is happening. Many times information shared by one character would provide insight into something that happened to another character or would foreshadow a future event. As the characters had diverse backgrounds, Kelly was able to realistically portray both sides of the Russian revolution and how it was perceived by outsiders.

This book is highly recommended to anyone who enjoys historical fiction and particularly anyone who enjoys reading about Russian history. I may just need to add a non-fiction book about the Russian revolution to my reading list to explore this topic further. Individuals familiar with Kelly's previous work Lilac Girls will enjoy this prequel. If like me, you hadn't read it yet you will wish to add it to your list as well.

Disclosure of Material Connection: I received the book Lost Roses via NetGalley. I was not required to write a positive review. The opinions I have expressed are my own. I am disclosing this in accordance with the Federal Trade Commission’s 16 CFR, Part 255: “Guides Concerning the Use of Endorsements and Testimonials in Advertising.",5
"325","Run Away","What a novel!","MKS","1538748460","R9Z2NQPD3ENAR","1555143744","As usual, this book is wonderful. I read it in two days. The plot was pure, every character necessary to the end. Many twists led to a remarkable ending.
I want to read a new Coben book right now!
Harlan Cohen is a genius creator of amazing fiction.",4
"326","The Woman in the Window: A Novel","Five Stars","Vannessa Gunnell","62678426","R1SRATQUXFOW7U","1555143747","Best book I've read in 2018 (so far).",5
"327","Less (Winner of the Pulitzer Prize): A Novel","Not just funny, really smart","R. Zocher","0316316121","R3AH06CEI49541","1555143785","About getting old : ""It is like the last day in a foreign country. You finally figure out where to get coffee, and drinks, and a good steak. And then you have to leave. And you won't ever be back"". I like this book so much that I am reading it again.",5
"328","An Economist Walks into a Brothel: And Other…","Planning for Retirement with Prostitutes, Cinnabons & Magic","RK95","0525533966","R3SHMX9PRMTOG5","1555143882","What a great and fun read! An economist and a journalist, Schrager writes lucidly and compellingly about how to hedge our bets and plan for the future. The book is incredibly readable, and the author explains economic principles without dumbing down the material or giving it a partisan spin. By using examples of big time risk takers, from prostitutes and horse breeders to magicians and big wave surfers, she gives the reader unexpected models that highlight important economic concepts. A fascinating read with smart analysis, this is a book we should all own!",5
"329","The Right Side of History: How Reason and Moral Purpose Made the West Great","Fake moral high ground","Jules","0062857908","R1TY86I7IYJ3QI","1555143949","recently saw the author for a guest appearance on dr phil and he was shut down; called out almost immediately by other special guest professionals in their field for misrepresenting statistics and data . he remains a far partisan yet unfortuneatly influential hack",5
"330","Run Away","Another Great One By Harlan Coben","MKS","1538748460","R2Z9LZ1BL1T8ZS","1555143975","Liked everything about this book. Harlan Coben is a masterful storyteller. He keeps you guessing and the pages turning.",4
"331","A Gentleman in Moscow: A Novel","Stunning","WCR","0143110438","R2DX1HJXLDKHCM","1555143977","Of many hundreds, this novel is one of my top two or three--sweet, ironic, poignant, funny, unpredictable, sad, ingenious, enormously uplifting.I wanted it never to end; when it did, I very nearly went back to the beginning to start it again. Certainly a near miracle in this age of staggeringbad taste.",5
"334","Lies My Doctor Told Me Second Edition: Medical…","... book for my mom as a gift and she loved it. She read it in about a week ...","Wade","162860378X","RC7QKSP0RZUHU","1555144146","Got this book for my mom as a gift and she loved it. She read it in about a week and said she got alot of very good information from it.",5
"338","I.M.: A Memoir","Decent memoir","K.B.","1250074088","R3COHYU7YZZUUH","1555144503","Fashion designer Isaac Mizrahi was a huge deal back in the 1980s and 1990s. I say that very confidently because as a kid growing up back then I remember his name being mentioned frequently when Joan Rivers would ask on the red carpet ""Who are you wearing?"". And while he might not be dressing the A-List crowd as much anymore, he is still involved in the fashion world and he also has found a place in front of the camera on various tv shows. Definitely fair to say there is a lot of creativity flowing through his veins.I'll admit, I mainly wanted to read this book to hear some good fashion world stories. I was impressed he was able to make Anna Wintour sound almost human rather than the cold image she normally presents to the rest of the world. And I thought it was really cool he not only got to meet his idol, Liza Minnelli, but also strike up a friendship. I found it fascinating that seemingly overnight celebrities just started expecting to get free clothes from designers to wear to events and how that is the norm now. For sure my favorite parts of the book involved just random stuff about celebrities.I did find myself bored from time to time with the first half of the book. His childhood growing up as a gay male in a Syrian Jewish family was certainly fascinating but there were parts that dragged on a bit. I did enjoy the parts of the book that explored his relationship with his parents and his siblings and their families. His relationship with his mother in particular sounds supportive in some sense but also complicated. I'm glad he included what it was like living in New York at the height of the AIDS epidemic. It seems like too many people have long forgotten what a scary and difficult time period that was so it was good to hear his perspective.I read an advance copy of this book and was disappointed that the Golden Globes groping incident with Scarlett Johansson was not mentioned. It got big press back in 2006 and it seems like such a glaring omission to not have some sort of explanation in the book especially living in the #metoo era. I really do hope his thoughts on the matter find their way into this book before it's published.Overall, I do recommend this book not only if you are a fan of his but also he really is a unique individual so if you like memoirs this is a pretty safe bet.I won a free copy of this book but was under no obligation to post a review. All views expressed are my honest opinion.",3
"340","Lies My Doctor Told Me Second Edition: Medical…","Love the straight forward","Danee c Bertram","162860378X","R3JN6Z2F49OXKU","1555144746","Love the straight forward, easy to understand, logical approach.  Definitely a must for anyone on the fence about how our cultural norms are making us sick and fat.",5
"341","A Gentleman in Moscow: A Novel","I'm glad I did","Betsy Jones","0143110438","R2PXTSMFM66UWQ","1555144757","Initially I read about 80 pages and then put the book down.  It is a bit of a slow burn.  But after my book club chose it and it was getting a lot of thumbs up, I went back to it.  I'm glad I did.  It is a really well crafted story and by that I mean, well developed well researched and beautifully written.  It is poignant, funny at times, intriging and informative.",5
"342","The Right Side of History: How Reason and Moral Purpose Made the West Great","Religion","Jules","0062857908","R308RFG2GCN96K","1555144969","This is a case for religion. Very simplistic point of view.",5
"344","A Gentleman in Moscow: A Novel","You don't want to miss reading this book.","susie","0143110438","R1VJ53490NN6D9","1555145297","I loved this book.  It's beautifully written.  The main character, Count Rostov, is sentenced to house arrest in a hotel in Moscow.  Does he complain about his status...no.  He makes the best of it.  The characters that come into his life enrich his life and he theirs.  I couldn't put the book down. In fact, I'm ready to read it again.",5
"345","Less (Winner of the Pulitzer Prize): A Novel","Whining can be prize winning","R. Zocher","0316316121","RNJ2CNWLIUAVB","1555145300","A gay, white. male , writer faces his turning 50.
The prose was interesting, kind of how I think sometimes, brain bounces back and forth from past to present.
The narrative was a new take on stereo types.
I found it entertaining",5
"347","Run Away","Well done but....","MKS","1538748460","R1YV6QUMZ3AADE","1555145415","Harlan Cobin is one of my top two authors. Very well written; kept the story moving as always. However, I was somewhat disappointed with this book with all the violence.",4
"348","The Woman in the Window: A Novel","Wow! This book does not disappoint","Arrington Moore","62678426","R2YJW9SWD9JJEJ","1555145445","This book lived up to all the hype and I am so happy about it. A huge thanks goes out to William Morrow Publishing for my review copy.I always get nervous diving into books that I have heard so many wonderful comments about because I never want to be disappointed, but this one does not disappoint!Anna Fox has not left home in over 10 months and has a strange hobby of watching her neighbors. One night she sees something that sets up a disastrous chain of events. What will end up happening now that she has seen something that she shouldn't have?I loved the writing in this book. One of my favorite parts is how Anna's personal life story is told in bits and pieces throughout the whole book. This leaves you having so many questions about the main character and finding out more and more as the story continues on. This book is full of exciting moments and chapter endings that leave you hanging.If you haven't already picked this one up I would definitely recommend it. The short chapters and quick pace of the story make for an easy read despite the 400+ page length.",4
"349","Aloha Kitchen: Recipes from Hawai'i","Pure Joy","Amazon Customer","0399581367","RK1XAPN2X3097","1555145542","I never buy cookbooks but after friends kept posting their food conquests attributed to this cookbook, I was sold (I was sold by the meat jun recipe). For years, I've been Google and Pinteresting ""Hawaiian style"" recipes and this book literally covers all of the classics I've searched for. Somen salad, mochiko chicken, Portugese bean soup! What an amazing collection of local classics!

You know that scene in Ratattouli where the food critic takes a bite of Remi's food and he gets transported back to a childhood memory? That's this book. Not only are the recipes simple and easy to follow, but one taste transports you back to a fond memory growing up in Hawaii. And if you didn't get to grow up in Hawaii, with this book, now you can.

I know what everyone is getting for Christmas this year!",5
"350","Pet Sematary: A Novel","Better than the first time","Ralph L. Berry","198211598X","R1C8K9SRBW0X07","1555145550","I had my memory of this book destroyed by the movie and had to reread before completing Doctor Sleep.This was better than the first time",5
"353","K: A History of Baseball in Ten Pitches","Excellent book on pitching","LSmith","0385541015","R1KR6FMGAFE12K","1555154542","In order to be a successful pitcher in Major League Baseball, it is highly recommended that a pitcher has more than one type of pitch he uses to consistently get batters out. Through the history of the game, ten pitches have been used most frequently and a discussion on each one of them is the basis of this excellent book by Tyler Kepner.

Pitches that are popular in today’s game, such as the fastball, cutter and slider, as well as pitches that are now phased out or given a new name, such as a screwball or splitter, are all discussed. Everything about a particular pitch is discussed. Kepner’s thorough research is on display each time he writes about pitchers in the early history of the game who threw the pitch being discussed without it being called the current name. Interviews with pitchers who threw the pitch with much success, such as Sandy Koufax and Bert Blyleven on the curveball chapter, add valuable insight into the specific pitch as well.

However, what really made this book a joy to read was the smooth and easy flow this book takes. The writing is outstanding in that it keeps that balance that a non-fan who wants to learn about pitching can do so without feeling overwhelmed, yet it is technical enough so that hard-core fans are not bored or disappointed because it is too simple for their tastes. Humor is spread throughout the book, both from pitchers being interviewed and the author himself. The information is also thorough since pitches that are no longer used or legal (such as the spitball), there isn’t an era, pitch or pitcher that isn’t covered.

No matter what level of fan a reader is or what is his or her favorite era of the game, this book is one that should be added to the collection of baseball books. If pitching is supposedly 90% of the game, then every baseball fan needs to read this to be informed of that 90%.

I wish to thank Doubleday Books for providing a copy of the book via NetGalley in exchange for an honest review.",5
"354","A Gentleman in Moscow: A Novel","A book to savor","SC in Dallas","0143110438","RMS9D85C44BRS","1555154717","What a lovely book.  Early on, I slowed down reading it, because I wanted to savor every word. If you'd told me that I would never lose interest in a story that virtually never leaves the same hotel, I would have not believed you.  But following Count Rostov's journey in transcending his own circumstances is a joy.  It's a beautiful story, with wonderful characters, and compelling insights to human nature. Read this book.",5
"356","Discrimination and Disparities","Well Researched and Well Reasoned","Amazon Customer","1541645634","R1EIP2WEC4HNZ5","1555154782","Thomas Sowell is always a pleasure to read.  No hysterics, no name calling, a ""just the facts mam"" type of guy.Dr. Sowell carefully unfolds a plethora of reasons why individuals or groups are not uniformly represented in all outcomes.  People sort themselves based on a number of criteria which affects what we do, how we behave and what most interests us.  Disparity in outcomes are due to a number of factors including factors that are uncontrollable.  A sub-group with an average age of 30 will have huge noticeable differences in outcomes (wealth, leadership positions, viewpoints) when compared to a sub-group with an average age of 40.  Individuals who are fortunate to grow up in a two-parent family are more likely to flourish than those who don't.  To understand outcomes of sub-groups it's important to take a number of exogenous factors into account.To understand the numerous factors that affect outcomes, you need to read the book.  Read Discrimination and Disparities.",5
"357","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Such a blessing to any woman’s heart.","Carla byrd","1400208017","R1VPG69Z7EGR3E","1555154860","I pre-ordered my book months ago and received it in the mail yesterday. If your looking for some great inspiration please buy this book! It has just what you need!! I loved it and couldn’t put it down. It touched my heart.",5
"358","The Prairie Homestead Cookbook: Simple…","Great book","Jo Ann Marts","1250190193","R2GLW1ET4L6OQH","1555154982","I love this book.great pictures. The information is great. So much knowledge. I tried a few recipes and they were great.",5
"359","Less (Winner of the Pulitzer Prize): A Novel","I LOVE this book","R. Zocher","0316316121","RNUPS6II0D3GY","1555155042","A gorgeous, funny, tender, wise gem of a book. I wish I could go back and read it for the first time again.",5
"360","The Woman in the Window: A Novel","Well....","Heyjude2838","62678426","ROTFV8JJ5SPOK","1555155096","This start off with a bang and then went into a physical for a very long time, and then closed with a bang. The end",1
"363","QAnon: An Invitation to The Great Awakening","going down the rabbit hole?","Nancy S.","1942790139","R2DC4DK93D9LU7","1555155166","the choice to know is yours",5
"364","Daisy Jones & The Six: A Novel","Oh man. I loved this book so much.","Ian McGraw","1524798622","R14QF109ZV00A4","1555155321","Read this book in about two reading sessions. It is so original and engaging and funny. I just want to savor it.",5
"367","The Right Side of History: How Reason and Moral Purpose Made the West Great","Seminal Work On Western Civilization’s Origin","Jules","0062857908","RZSP87E506TES","1555155409","A wonder of a book explaining how our way of life in America came to be and asks the question why we are hellbent on destroying it. Enthralling read. Cannot recommend enough.",5
"368","A Gentleman in Moscow: A Novel","A great bunch of characters and a great read","chi lady","0143110438","RMLCQPVGLGVHJ","1555155437","I loved the characters and couldn't wait to read each evening. An interesting, engaging story that raises some interesting issues. The book spans a relatively long period but skips WWII although I would have imagined it would have had a significant impact on the characters. A minor issue...",5
"372","Daisy Jones & The Six: A Novel","The ins and outs of a rock n roll banf","Olivia B. Roberts","1524798622","R38TQVJDSMY1KM","1555156008","A good picture of the life of Daisy Jones & The Six. Billy Dunne and The Six were good and were made even better with the addition of Daisy Jones.  They wrote songs from the heart.  The partied to the extreme which was oftentimes was enhanced with a variety of alcohol drugs and plenty of sex.  We are talking about an up close and personal story of a rock and roll band rise to stardom and the joy and chaos it reeked in band members lives.  Good interesting read.  Rock on!",4
"373","The Cornwalls Are Gone (Amy Cornwall)","Amazing look into behind what you see,","C Wm (Andy) Anderson","0316485551","R2ONHJIEUKJGRL","1555156042","Amazing story of what we don't really know behind what you see. Wish for the next in their life, nothing end with Happily Ever After.",4
"374","Pet Sematary: A Novel","One of King's best works","Stefan Yates","198211598X","R19DWYSL3HUBE7","1555156064","The Shining is a complex tale combining the supernatural elements of a haunted hotel with the paranormal powers of a boy with the ability to shine and an intense character study of a man driven deeper and deeper into madness.Laced throughout with an undercurrent of tension, the story moves us quickly on a roller-coaster ride of events that lead to an intense, action-packed conclusion.The main story revolves around a man and his family who are trying to regroup their lives and take one last chance at attaining some stability. Jack Torrance has had a long history of drinking and rage issues that have threatened to tear his family apart and have recently lost him a prestigious teaching position. Taking the job as the winter care-taker of the closed for the season Overlook Hotel seems like the perfect way to re-bond with his family and to write his novel. But the hotel has other plans. Plans that send Jack spiraling doward deeper and deeper into insanity.In a previous review, I mentioned that Salem's Lot is my favorite King novel. I continue to stand by that statement even as I say that The Shining is one of his better written novels. The depth of the story and richness of his description in this novel are at the top of his game.Truly a great novel that I highly recommend.",5
"375","A Gentleman in Moscow: A Novel","Splendid!!!","Reading Over Here","0143110438","R3MD1XFZBMTCHJ","1555156337","When I started reading this book, I was certain I'd abandon it along the way... but the author doesn't let you. He starts telling you a story and it sounds like you're seated at a table with him... just the two of you. Then he begins... he takes you along on a journey, weaves a string through time, regimes and your heart. And before you know it, you're at the end and don't know what to do now that it's over.This book is great and the prose and style of narration is simply amazing!!!",4
"377","Pet Sematary: A Novel","Best Stephen King book of all time.","Ladybugs Landlady","198211598X","R2X4Q0DOE1NKUT","1555156447","I read this book when I was 13, and I read it every five years or so.  By now I can quote parts of it in my sleep.  A masterpiece with really no equal, in my humble opinion.  There are many other books that are as good of a read as this, for sure, but this just about qualfies for its' own genre.  My only disappointment was the movie with Jack Nicholson (one of the best performances of all time) - did not end true to the book.  The book ending was much better.  Had the movie ended like the book, would've been the best movie of all time, too.",5
"379","Silent Night: A Novel","Wonderful Book","Alne Miller","399179380","RHZ1WZ1MDVJKC","1555156625","What a wonderful surprise this book was. Haven’t read her books in years b/c they were so predictable. This was a refreshing story! A severe brain trauma and the heartache of trying to get over it. Of course some romance along the way never hurt .",4
"383","A Beautiful Day in the Neighborhood: The Poetry…","Buy it! Worth your money.","SAHMof2boys","168369113X","RH0IBMQTIX18S","1555156818","Wonderful book for a family who loves Daniel Tiger’s Neighborhood. Magical and beautiful.",5
"385","Can't Make This Stuff Up!: Finding the Upside to Life's Downs","Best book I've ever read!","Jodi K Tate","1400208017","R2G0H9UVIMNICX","1555156873","This is by far the best book I've ever read!!! I love how Susannah Lewis details her life experiences with scripture and guidance from God!!! So beautifully written! You're laughing 1 minute and crying the next! MUST READ!!!",5
"387","The Woman in the Window: A Novel","I guess I wasn't as big a fan as everyone else.","Kindle Customer","62678426","R360E10JE1R4Z4","1555156994","I found the story to be slow paced and too many movie references.  It wasn't horrible but not great either.",3
"389","The Right Side of History: How Reason and Moral Purpose Made the West Great","Ben Shapiro Live the 5 Star Experience","Jules","0062857908","R38RZS7FMDJYER","1555157089","I bought the audible version as hearing the masterful Ben Shapiro in his own words verses me actually reading the book I would get a lot more understanding and appreciate and follow the thoughts & facts within the book.

I’ve stayed more awake and Ben’s narrative is excellent especially since his verbal speed is calm without rushing.
An 5 star experience with 5 star intellectual depth",5
"390","Less (Winner of the Pulitzer Prize): A Novel","Loved this book","R. Zocher","0316316121","R2R26SGTFQ3JFX","1555157218","Funny, intelligent, warm, meaningful. Written in a brilliant unique style that resonated deeply on many levels. I highly recommend this book!",5
"391","The Making of a Manager: What to Do When…","Great book for managers and leaders","W_Squared","0735219567","R2WW2JHBEFQCAK","1555157219","This book has been super helpful. There are multiple types of managers mentioned and the different scenarios that come up. The transition into management can be challenging. It’s a practical look at real life situations and addresses the thoughts and insecurities we may also face at one time or another managing a team.",5
"393","A Gentleman in Moscow: A Novel","Life as it is.","H. Kay Soulis","0143110438","R3TUYOM1K6WNRH","1555157417","A wonderful story, rich in history and beautiful language. Adapting to circumstances beyond his control, the Count enjoys what his life became. He enriched the lives of all who met him and in ways not expected. The end twist was very rewarding.",5
"397","Lies My Doctor Told Me Second Edition: Medical…","Every Doctor should research like  Dr Berry","slr322","162860378X","RA1WJ66M85ZVL","1555157586","Dr Berry is awesome. I truly believe he truly wants to help people take charge of their health.",5
"398","My Hero Academia, Vol. 18","wonderful","Travis","1974704378","RUWOZPEY19A9T","1555157667","this came in great quality and the print was nice PLUS ULTRA!!!!!",5
"403","The Right Side of History: How Reason and Moral Purpose Made the West Great","The lie of “Judeo-Christian”","Jules","0062857908","R11LFE7CC3MFVC","1555158008","Ben uses the phrase “Judeo-Christian” all the time. He is trying to get his audience to believe that Christianity and Judaism are both responsible for Western prosperity. This is a lie. Judaism is not the religion of B.C. Hebrews, nor did it have anything to do with the development of the Western world. “Judeo-Christian” simply means a Jew that converted to Christianity. Look it up if you don’t believe me.",5
"404","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","I will be sad when I’m finished with it","Amazon Customer","62319795","REMR5TY300CBI","1555158076","Riveting. I will be sad when I’m finished with it.",5
"405","Lies My Doctor Told Me Second Edition: Medical…","Loved this book. Very easy reading and packed with info","Verdant Treasures","162860378X","RN087SQC19P8A","1555158126","Loved the book. Maybe the second edition can talk about how colonoscopies are mostly unnecessary and often dangerous.",5
"406","QAnon: An Invitation to The Great Awakening","Questions answered","Carol Crumley","1942790139","R3GT4I9EBQI7DP","1555158191","Only Q and this book would prompt me to write a review of a book that came out of my mailbox a few minutes ago. Joe M’s “Plan to Save the World” is all I’ve read so far, but I’ve found a kindred spirit with many of the same questions that have always troubled me. Questioning wars without a legitimate cause, rampant political corruption, the runaway CIA, censorship, a seemingly concerted effort to destroy the earth and the health of its people, and the difficulty in discerning the truth from a broad range of sources was always on my mind. Q began posting in late October and I discovered him/them sometime the next month. I’ve always been a political junkie and lover of mysteries and I quickly became obsessed with following Q’s posts and the many citizen journalists and investigative reporters providing their research, interpretations and opinions. I was relieved and excited to see young people with a profound interest in politics that I hadn’t really seen since the 60’s and equally happy to see the retired folks committed to finding the truth. Many of the writers who contributed to this book feel like old friends. I’ve looked forward to their daily podcasts and blogs. There seems to be some Bernie supporters among us. If nothing else, Bernie opened our eyes to the massive corruption of the primary process. I hope the people who consider the Q movement just another conspiracy theory and rely on network news will take a few steps out of their comfort zone. This book is well worth reading.",5
"408","A Gentleman in Moscow: A Novel","A Gorgeous Masterpiece!","Candy","0143110438","RLH9EDOA3AJQB","1555158197","I finished reading this book and then immediately turned to page one and read it all over again! A masterpiece, a story filled with stories, history, wisdom, brilliant prose, funny, touching, in a word; everything! A life changing book with characters I will not soon forget.",5
"409","A Gentleman in Moscow: A Novel","A really outstanding book","Alice'sThoughts","0143110438","RLZAO6ONV0EP6","1555158257","A Gentleman in Moscow exceeded all my expectations.  The characters are wonderfully drawn and the review of Russian history very interesting.  I came to care for what happened to all the characters after following their lives for many hours.Don't miss this book.",5
