"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"1740","A Gentleman in Moscow: A Novel","A disappointment","loveblues","0143110438","R22PSOLE9DH7SL","1555233977","The writing is good, but the story is not compelling. I got bored.",3
"1742","#IMomSoHard","My best friends","Melissa Hanson","006285769X","R13JB2Q03PL6MC","1555234279","These are the ladies you want to hang out with ALL the time. They talk about the funny stuff, the tough stuff...all the STUFF. The best book I have read in quite some time!.",5
"1743","Tiamat's Wrath (The Expanse)","This book is amazing, may be the best in the series.","Ernest Lilley","0316332879","R3HNSXEMOWQ5OJ","1555234482","This book is everything I was hoping book 5 would. After book 1&2 setup the universe, I enjoyed book 3&4 because the focus was on the Aliens. Then book 5&6 happened. They were quite a chore to read, and I understand they help set up the final trilogy, but I almost did not make it though those books. They really should have been one book.

Then came book 7, which setup the new trilogy and finally brought in the Aliens. It was a good book, but looking back its main role was to setup book 8. Book 8 is amazing! It may be the best book in the series. Why is it the best book, because all sort of crazy Alien stuff is finally happening. I am honestly only half way through the book, but it brings back everything you loved about book 1, with most of your favorite characters playing major parts.

Highly recommend this book. My only suggestion is I wish there was a character list at the start of the book so I could be reminded of who everyone is and what book they came from.",5
"1744","Whose Toes Are Those?","cute book","Tiphanie","031645432X","R3UEEPTVN32SPC","1555234491","Great book! nice for small children",5
"1749","A Gentleman in Moscow: A Novel","Interesting way to tell Russian history between 1920-1950","Madeline","0143110438","R3EHK8N79XTGYU","1555234817","This was a fun read. I love to travel and love Grand hotels like the Metropol. The descriptions of the hotel and the count’s life there were great. I also learned about Russia during those years, which was interesting.",5
"1751","The Savior (The Black Dagger Brotherhood series)","Another great black dagger book!","Lori McCarthy","1501194941","RQQ5RRH82B539","1555234887","Love these books! She will just have to keep writing them! Each story just adds to the others. Love Love the emotional drama!",5
"1753","A Gentleman in Moscow: A Novel","Gentleman defined!","happy reader","0143110438","R3H4P48TMQQRQV","1555234937","Delightful narrative. A book I was not anxious to finish as it had me at the first page. The voices of the characters and the narrator provide a walk through history while defining the meaning of ""gentleman"". Count Rostov will remain a favorite. Can only hope to hear from him again! Well written, a pleasure to the end.",5
"1754","A Gentleman in Moscow: A Novel","A charming unique book!","Kindle Customer","0143110438","R28MWRGUAA44U7","1555235057","This is and expectedly charming book based on a uique premise.  Bolsheviks sentence a Russial aristocrat to spend the rest of his life in the confines of an elegant Moscow hotel - except that he is place is a tiny, bleak room.  He can roam the hotel at will, and the people he interacts with form the bases of this novel which ends in the 1960ties.  Very interesting reading!",5
"1755","A Gentleman in Moscow: A Novel","GREAT BOOK","B.A. Miklius","0143110438","R30JB8NPPRHM6T","1555235117","Loved the book, was entranced in the story so much I could not stop reading.  Reminded me of a lot of relatives and people that I knew that were living the life during those terrible times in Russia and the Baltic countries.  Gave copies of the book to friends and relatives.",4
"1760","The Woman in the Window: A Novel","Boring","js","62678426","R1GHYV5R5V5YYM","1555235397","Great plot idea but poor execution. Couldn’t get past chapter 9.",1
"1762","A Gentleman in Moscow: A Novel","I thought the book was very good. It provided a lot of history of Russia ...","Lois","0143110438","R2XSK61SNAIK6G","1555235477","I thought the book was very good.  It provided a lot of history of Russia and how people were treated.  The characters were easily identifiable which I appreciated since the book took place in Russia.  Sometimes I felt it was a little long but I never felt I had to put it down.",4
"1765","The Savior (The Black Dagger Brotherhood series)","Second chance to love","Lori McCarthy","1501194941","R1WEC8BNW43NI9","1555235787","I loved this book. It had so many feels, both good and some sad.
Murhder met and fell in love with Sarah while they were both on the same mission of saving the young man, Nate, but for different reasons. As things begin to emerge, Sarah finds out about Murhder and the brotherhood. As she too is a Doctor, she try’s to help them.
After a short time, they have to part from each other and resume their daily routines.
There are quite a few twists and turns and then all is right.
I definitely recommend this book, but suggest that you have some Kleenex close by.",5
"1768","Less (Winner of the Pulitzer Prize): A Novel","It’s a 3.5,","R. Zocher","0316316121","R3SKQ3YR5FWXFX","1555236041","The narrative perspective was interesting and novel. The backdrop of Less’s (the protagonist’s) youth had a taste of modern Wallace Stegner. A lot of the humor is recognizable as being read prior elsewhere, though. Me Talk Pretty in German, maybe.

Ruminations on Ulysses and failing at authoring seems like literary “write what you know.”

A simple read with a warm message, it was enough book for a 4 hour flight, but given the Pulitzer emblazoned on the cover, I hoped for more.",5
"1774","A Gentleman in Moscow: A Novel","Charming story","business owner","0143110438","RJC4154EJV8PW","1555236617","I found it a little tough to get ""into"" the story but was totally enchanted by the main character. What a charming man. I was particularly impressed with the author's vocabulary.  Very impressive! I was constantly pressing words on my Kindle seeking definitions.  Loved the challenge and the book.",5
"1782","A Gentleman in Moscow: A Novel","""To Russia with love"" could be the title.","Pam Ann","0143110438","RS04E182Y4CVQ","1555237157","Possibly one of my favorite books of all time and I read continuously.  Towles writing is beautiful in itself but the story is intriguing and the characters wonderfully delineated.",5
"1784","Pet Sematary: A Novel","Get scared all over again","Jason","198211598X","R2855GO7EB55PD","1555237279","With the publication of Doctor Sleep I was inspired to read the Shining and was not disappointed that I did.  Despite having seen the movie, Stephen King's decades old thriller still has the ability to keep you on the edge of your seat.  Understanding the characters history and how that influences their actions only added to richness of the story.  If you enjoy the horror/thriller genre and have not read ""The Shining,"" I recommend picking it up today.  Just be sure you have some time to spare, as once you pick it you won't want to put it down.",5
"1785","Supermarket","AMAZING, BOBBY","D. Mahoney","1982127139","R38NMP59R0YZGL","1555237369","As someone who hates reading and never really got into any books in school, this book is a masterpiece. Don't think, just buy it asap. You won't regret it.",5
"1788","Lies My Doctor Told Me Second Edition: Medical…","Five Stars","Amazon Customer","162860378X","RHADOL8ME8Q9J","1555237723","Great information a big impact in my health!! never felt better.",5
"1792","A Gentleman in Moscow: A Novel","I grew to love being with him in the Hotel Metropole","looking for delight","0143110438","R15KJFJKS4V8HC","1555238177","While it took a little while to understand why I wanted to meet and/or care about the Count, our main character, I grew to love being with him in  the Hotel Metropole!  In fact, when I finished the book, I didn't want it to be over and  started again from the beginning to enjoy the pieces that I had not fully understood.  Delightful storytelling, lovable characters, intrigue and suspense drive this tale within an interesting historical timeline.  I loved it!",5
"1794","A Gentleman in Moscow: A Novel","Life in communist Russia for one gentleman","clinder","0143110438","R11FC9FA580GZ","1555238417","Read for a book club but thoroughly enjoyed it. The title is very accurate as the main character is a real gentleman confined to live in a hotel in Moscow for the rest of his life.",4
"1799","The Montessori Toddler: A Parent's Guide to Raising a Curious and Responsible Human Being","Awesome book","Jessica","152350689X","R2FAHH5HRJ6YJQ","1555239125","Awesome book and guide for everyone with toddlers. This will help you understand the toddler more and help guide them thru the absorbent years.",5
"1800","The Priory of the Orange Tree: THE NUMBER ONE BESTSELLER","!!!!!!","Amazon Customer","1635570298","R2QMOZFT4R41J","1555239236","!!!!!! Amazing. It took me quite a while to get around to reading it but I am really glad i did.",5
"1801","A Gentleman in Moscow: A Novel","Amazing.","E.Rowan","0143110438","RHEAO9WL837N4","1555239497","I felt like I was being taken on the journey of ones lifetime  and even though it was a novel of only a few hundred pages it didn't speed by. I experienced Rostovs life as he experienced at his pace. Absolutely encourag you to read this novel.",5
"1803","Tiamat's Wrath (The Expanse)","Fantastic","Ernest Lilley","0316332879","R35653US9E3JFL","1555239942","Once again, The Expanse has kept me up into the wee hours of the night to finish a book. And I don't regret a minute of it. Can't wait for more.",5
"1805","The Cornwalls Are Gone","Good book","C Wm (Andy) Anderson","0316485551","RH8I4K3ES6Q3C","1555240135","Brenoan Du Bois writes some good books",4
"1807","Less (Winner of the Pulitzer Prize): A Novel","Not my favorite","R. Zocher","0316316121","R30V8HMTID1S3K","1555240259","This book is t what I expected. Story is a little boring but good or pas si g time in the car",5
"1808","Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood","Must read real mom life the truths","Tara","525574913","RPEVHIY1WA71W","1555240498","Love love loved this book especially because cat and nat are so awesome. Easy quick read and so relatable. Must read book.",5
"1809","A Gentleman in Moscow: A Novel","I thoroughly enjoyed the novel The writing style phraseology of theauthor are ...","Alan Reid","0143110438","R26X8XWUFNOQC2","1555240577","I thoroughly enjoyed the novel The writing style phraseology of theauthor are tremendous giving the reader an opportunity to vicariously live the life of a Count with a very detailed view of all of the day to day associates who bring to life an exciting and dramatic novel",5
"1814","The Woman in the Window: A Novel","great modern literature","Madison","62678426","R360T5YOE1HYL8","1555240885","this book was pretty great! the ending was definitely a surprise, but a little underwhelming at the same time- almost hard to believe in the conclusion.  personally not a big fan of books that require an epilogue, but all-in-all, I really liked it.",4
"1820","A Gentleman in Moscow: A Novel","Russian aristocracy following the Russian Revolution","Kansabelle","0143110438","R2UFCQ9WES7VFH","1555241537","A great read. In addition to the plot, characters, hidden treasure etc. I enjoyed the philosophical question: do Russians destroy more of what they create more than other cultures? Even if you stick to the characters-great fun.",5
"1821","A Gentleman in Moscow: A Novel","Knowing nothing ahead of time just walk into the story without expectations and become charmed.","D.P. McHenry","0143110438","R24B1HA9J9I99G","1555241542","Great story, well told. Characters were well developed. Ending was perfect!",5
"1822","Pet Sematary: A Novel","One of King's finest, most frightening, & early works","Gordon Hoffman","198211598X","R1P137WFADSBYR","1555241649","Only the second novel written and published under King's name, and not as Richard Bachman, it is clear that King now has grown into his craft. ""The Shining"" remains one of the most frightening of King's books, and accomplishes something that the King novels of today are incapable of doing:  presenting intricately flawed characters in less than 1,000 pages.  The characters of Jack & Danny, and Jack's influence of Danny's development into an adult (which one reads about in ""Dr. Sleep"") are nothing short of brilliant.  As is always the case, the book offers the reader so much more than the movie or the TV mini-series derived from it.  A staple in the King/Bachman enthusiast's library!  Buy it today!",5
"1826","The Woman in the Window: A Novel","A really fun read","Cynthia A. Brown","62678426","R9SS7KKEMALUA","1555242471","This was one of those books you definitely don't want to start reading at bedtime because you will be up half the night. It's well written and well plotted, a really fun read.",5
"1827","A Gentleman in Moscow: A Novel","So truly enjoyable!","Joan's opinion","0143110438","R36AY8YY0XVQG7","1555242497","What a treat this book has been for me!  I'm not yet finished and I'm actually afraid to finish it because I've so enjoyed it so, it's going to be a loss for me!  A great tale that's engaging and fun.  It's been a long time since I've read something like this and it's been incredibly refreshing to be able to enjoy something that's light and beautiful!",5
"1828","The Woman in the Window: A Novel","Well written and awesome twists","Cairenn Broderick","62678426","R2Z0EBZRC0OMA7","1555242510","Great book!  I couldn’t put the book down!!",5
"1829","Run Away","Not one of his best","Asmeret","1538748460","R555JBAR1GW3I","1555242577","I found the beginning to be a little slow and this is not one of his best books, but I love his books, overall, so I forgave him for this one. Hopefully this is the last one. It's difficult to drive while rolling your eyes to the back of your head.",4
"1830","A Gentleman in Moscow: A Novel","Beautiful","Linda Fitzgerald","0143110438","R1UZGXNUNQ7M50","1555242617","It's not often that I decide to take a few days break until I start another book, but I enjoyed Amor Towles book so much I want to savour it for a while before I lose the magic. Beautiful tale superbly told.",5
"1831","Metropolis (A Bernie Gunther Novel)","The last returns to the quality of the first few","Daniel S. Palter","0735218897","R2JR4B4PGJ1QHJ","1555242682","I'm a longtime fan of the series, but as my prior reviews showed, the last few books have been formulaic. Kerr simply didn't handle the 50's as well as he had the early days of the Nazis. So this return to a much younger Bernie, Weimar and the Nazis as a cloud on the horizon rather than the center piece of the story, was wonderful. Its sad that Mr Kerr is dead and thus Bernie with him, but at least he took his final bows on a wonderful who done it.",5
"1832","The Woman in the Window: A Novel","Don't open this book if you have work to do. It is impossible to put down. What a ride! Loved it!","Jen Falvey","62678426","R2EUOGBDJFMWB","1555242794","Best book I've read in YEARS! It's been so long since I was drawn in to a book from the very first pages. I predict this will be this year's biggest seller.",5
"1834","Supermarket","Bobby Bestseller!","Celenia","1982127139","RVDRC6LLZB0ZG","1555242872","So damn proud of this dude. Can’t wait!! Make sure you guys also check out the Supermarket Soundtrack!",5
"1835","Pet Sematary: A Novel","Listen to this in a snowstorm","Christopher Valyou","198211598X","R16O962NP7DR3L","1555242915","First Stephen King book, so amazing. Even if you’ve seen the movies",5
"1836","QAnon: An Invitation to The Great Awakening","A book with a message for today","Nely","1942790139","R2MVC1E3KSJMUR","1555242922","Growing up in America, the message from church was there would be a war someday between good and evil.  You always think that it won't happen in your lifetime.  This book is providing information about our world and what has been happening while we were sitting back listening to the main stream media.  We have been lied to.  We have been made to believe that the right calls the left demons and they and the media laugh it off.  That is part of the plan.  The war is here.  The war between God and Satan.  Read the book.  Do your own research.  Get behind our President.  It is not about who is the President, it is about saving our country from the traitors.",5
"1838","Pet Sematary: A Novel","Glad I read this","Eric Warren","198211598X","R3RAUF23OF7SQ1","1555243144","Glad I read this book but it is fairly different from the movie. I like the books ending better though.",5
"1840","A Gentleman in Moscow: A Novel","Gentleman From Moscow","Jill Brooks","0143110438","R63DH5GMM507T","1555243217","Slow till the middle and then it is wonderful. Filled with wisdom and whit. Read with patience and enjoy, A tribute to adjusting to and making the best of your circumstances.",5
"1843","A Gentleman in Moscow: A Novel","It is a terrific story and the ending is a surprise"" I'm almost ...","N. Sprague","0143110438","R1FFF4BDBFI39A","1555243457","He has done it again!  The characters are fascinating and the story engaging...can't  put it down.  The surprises for me was reading this at the car wash and a gal sitting opposite me...said ""are you loving the book, I won't tell you the ending and you'll be surprising""  She leaves and a gentleman sat in her seat and asked ""where are you in the book?  It is a terrific story and the ending is a surprise""  I'm almost through...what will I read next that will be as good?",5
"1845","A Gentleman in Moscow: A Novel","An OK read if there's nothing else around","doug","0143110438","R10WATT6V8HRJY","1555243697","""Gentleman"" was an interesting read but not compelling. There was a good deal of plot jumping around. It needed a good edit.",3
"1847","Pet Sematary: A Novel","Just as scary now!","Kalona1982","198211598X","R144ERJMUUT2X4","1555243873","If anything it was more scary.  I read it during the Halloween season, and it was the perfect read.  I love King - I don't love all his books, but this was one of his finest.  Highly recommended.  If you saw the movie, like I did, you might find yourself transposing the movie characters into the book as you read it.  I did that, couldn't help it, and it seemed to work ok.",5
"1848","A Gentleman in Moscow: A Novel","The book was in great shape when it arrived","Dorothea B. Jirsa","0143110438","R189HIVBID8ZN5","1555243877","The book was in great shape when it arrived.  It was a very interesting story.  From the first page, I wanted to know more and more about the""gentleman"".  Good background on Russian history of the first half of the 20th century.  The main character was such a unique person.  Despite what fate dealt him, he remained kind, gentle, and always a gentleman.  He kept up with the world events,  never lowered his own standards, and treated everyone with respect.  When I finished reading the book, I wanted to read it all again.",5
"1849","Less (Winner of the Pulitzer Prize): A Novel","Gay Main character","R. Zocher","0316316121","R3DKQ4JRKAC7VW","1555243919","Did not know the main character was Gay. Wish I could get my money back.",5
"1850","The Woman in the Window: A Novel","Super Good!","Avid Reader","62678426","R16VMGP06TYTWF","1555243930","Loaded with suspense and endless plot-twists, but also beautifully written.  Deserves to be right where it is..... on the Bestseller List.  You won’t be disappointed.",5
"1851","Free to Focus: A Total Productivity System to Achieve More by Doing Less","Gives you the tools to help the productivity stick!","Ashley W","0801075262","R1DTLSSGUP2QHR","1555243988","I’ve read my share of productivity books over the years and maybe picked up a quick trick here and there but that’s just what they were-quick tricks. This book got me to go deeper. Free to focus was easy to understand but went one step further than other books, since it comes with links to resources-exercises you do after each section that have you apply what you’re learning to your own life.

I think this is what sets this book apart. It’s easy to read about cutting things from your list, it’s another to actually list out your tasks and do it. I also learned about things I thought I knew how to do, like delegation ... now I realize that I don’t do this as effectively or as intentionally as I could.

This book also acknowledges the importance of self-care in recharging so there's energy for productivity. Rather than the more, more, more burnout philosophy of other productivity systems.

This is the last productivity book that I’ll ever need to read, and you too...",5
"1852","Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood","Get it","Not happy in Indiana","525574913","R1GXUTFYJ96X6C","1555244065","Love them love this book",5
"1855","QAnon: An Invitation to The Great Awakening","WWG1WGA","Brenda Parry","1942790139","R3CJCOR8K19X0R","1555244554","It's well written by very good Anons, I follow most of them. About time the truth gets told about the Q truth movement.",5
"1857","A Gentleman in Moscow: A Novel","Absolutely Heaven","NtnKtn","0143110438","R2USKIM7154HIW","1555244717","What a beautifully written book. I was enthralled from the first page to the last. I will recommend this to every lover of books I know. It is a must read. A jewell.",5
"1858","The Woman in the Window: A Novel","Gripping read","susie73","62678426","R3MVDYMR2OUATY","1555244749","Really enjoyed the book. Lots of twists to keep you interested. Sad but positive at the same.e time. Would recommend",5
"1861","A Gentleman in Moscow: A Novel","Enjoyable read","D.P. McHenry","0143110438","R2YSRSGGDR6B4M","1555244962","Very interesting & well written",5
"1863","A Gentleman in Moscow: A Novel","Awesome, great character development, prepare to be immersed, a book to savor!","FR","0143110438","R3QVR8GSN1GRVS","1555245317","Oh my, a book, that I both want to think about for a long time, and re-read again, but not quite yet,.......the re-read that is, my head is still too full of it.  A very satisfying read, I want to buy a hard copy and just start loaning it to family, friends, strangers.....they still write awesome books....it will be a classic, it is already a classic.",5
"1865","After (The After Series)","I loved this book from start to finish","melissa06","1982111003","R3EI73BIJP4G90","1555245423","I loved this book from start to finish. Could not put it down! The ending is definitely a twist and I'm onto the second book already. The book read as a steady read and was nicely detailed.",5
"1867","Run Away","Unteal","J. Rhodes","1538748460","RPJRNV5O3JO14","1555245457","Read all his books but could not relate to any of the characters in this book.  Too bizarre from beginning to end.",3
"1869","A Gentleman in Moscow: A Novel","Fantasy","DBW","0143110438","R2H5YREJDRF2Q5","1555245797","The Count may have been a gentleman but this certainly was NOT Moscow during that time period!!! I was disappointed in this fantasy from the start  however I continued to read hoping to find some redeeming value on the last page. Wrong!  My worry is that people will view this work as factual when they should ask one of the few Romanov's who actually survived or the  60 million people that were killed thereafter, what life was like during those times! SoSo, Stalin, was a madman plain and simple! Bolsheviks were animals, plain and simple. The writing was good and the author certainly made clear of his expertise on all subjects through his character, the Count, but one thing very important this was lacking....he new nothing of life in Moscow then!!",1
"1870","A Gentleman in Moscow: A Novel","A very interesting glimpse into Moscow's past","Barbara M. Pinckney","0143110438","R5PQE22YV8L5Y","1555245917","I loved the historical aspects.  I also liked the character of Count Rostov.  He was cultured, educated, intelligent, generous,interested and interesting,romantic.  I enjoyed his interactions with all of the people he came in contact with.  I loved his relationship with the child of his old friend and fellow adventurer, Nina.  It seemed that his imposed sentence actually gave him the freedom to discover himself.  I thoroughly enjoyed this story.",5
"1871","Burnout: The Secret to Unlocking the Stress Cycle","The Feminist Self-Help Book We All Deserve","A. L. Palmer","198481706X","R3A1B4JV0AZ6WL","1555245982","This book is special and important. It's the kind of book you want to give to everyone you know because you know it will make their lives a better place. From understanding the importance of completing the stress cycle, to facing down ""Human Giver Syndrome"" to making friends with the madwoman we all have in our attic, the Nagoski sisters break down some serious research and make it easy to understand and apply. Please do yourself a favor and read this book immediately.",5
"1874","Run Away","Once something occurs, things will never be the same again","Kindle Customer","1538748460","R1CKIIJFRWCGRG","1555246807","When you read Harlan Coben you always have to be ready for any possible twist and turn. Right to the bitter end",5
"1875","Daisy Jones & The Six: A Novel","UNFORGETTABLE!!","Ellen","1524798622","R6EODA02ZB22I","1555246925","""The truth often lies, unclaimed, in the middle.""I WILL NEVER GET OVER THIS BOOK!!! All the stars to Taylor Jenkins Reid! Everything about this book was a pure delight. I absolutely loved the format! The book is told as a series of interviews with Daisy Jones, a singer and songwriter, as well as with the members of The Six, a seventies rock band. Also included are interviews with their closed friends, managers, wives, journalists and significant others. I was riveted!Daisy was a lost soul when she met up with the members of The Six but yet she was always a brilliant songwriter and singer in her own right. There is a huge clash of egos when she is asked to join the band and this inside look at this fictional band is how I always imagined real-life bands behaving. Daisy is both strong and fragile, and brilliant but terribly insecure.""I had absolutely no interest in being somebody else’s muse. I am not a muse. I am the somebody. End of ... story.""I was transported back to my teen years listening to seventies rock & roll while reading this book. The story evoked feelings of longing, loss and the rush of hearing a really great song for the first time. The book focuses on the meteoric rise of The Six and what it took in the seventies to make it big. The importance of magazines like 'Rolling Stone' and radio airplay seems irrelevant now but that is what made rock musicians superstars years ago. And the non-stop partying is not shied away from here. It's a wonder anyone ever made it out alive.“I can’t think of any two things that make you quite as self-absorbed as addiction and heartbreak. I had a selfish heart. I didn’t care about anyone or anything but my own pain. My own need. My own aching. I’d have made anyone hurt if it could have taken some of mine away. It’s just how sick I was.”I also was enthralled by the book's three very strong female protagonists. Daisy, Karen and Camila each had their own way of coping with fame, addiction, love and heartbreak. They all felt VERY real to me and I felt like I was reading a non-fiction biography of a favorite rock band. But the main focus of the book was the relationship between Daisy and Billy, the lead singer and songwriter for of The Six. Their chemistry was volatile and they both brought out the best and the worst in each other. Yet the music they made together was pure magic.""You know how sometimes people will describe other people and say they make you feel like you’re the only one in the room? Billy and Daisy could both do that. But they somehow did it with each other. They each seemed like they thought the other one was the only person in the room. Like we were watching two people who didn’t realize thousands of people were watching them.""This book is creative, surprising, heartbreaking and uplifting. I can't recommend it highly enough! Of course there was a stunning twist that I never saw coming. I still have a book hangover a week after finishing and I can't stop thinking and Daisy, Bill and The Six. This is also the rare book that I have read and also plan to listen to on audio. Don't miss this book! 5+++++ stars.“Oh, honey, I can wait/To call that home/I can wait for the blooms and the honeycomb.”",5
"1876","A Gentleman in Moscow: A Novel","It was just too long","Rebecca Stone","0143110438","RLF55JVRJQ8Y6","1555247057","I wanted to like this book. I read the whole damn thing for book club. I thought the story and history was good, but it could really have been half as long!",2
"1878","Big Nate: Payback Time!","Kids LOVE these","Kewen","1449497748","R1DRTVEFC2QXH5","1555247390","A much loved series for my 7 and 10 year olds. They were very excited about this and it did not disappoint! I love being able to pre-order and having a price guarantee.",5
"1881","Run Away","Another Home Run","Patricia DeSarno","1538748460","R39W6IWG92QOZO","1555247677","Once again, I was hooked from page one and couldn’t devour this book fast enough. Coben really knows how to portray a loving father, and also, how to illustrate an intense and growing issue among our children. Included are a list of absorbing characters who effectively carry the plot to conclusion. I enjoyed every development, and remained emotionally involved on every page.",5
"1883","A Gentleman in Moscow: A Novel","How different cultures live, the gentleness of the characters,","Pamela Vander Heyden..home chef","0143110438","R2FX0E6EL16P4O","1555247897","Amazing story, well written, one of those reads that you fo not want to end! Lots of history to note. The story moves well, each character is important and intetesting.",5
"1885","The Woman in the Window: A Novel","Can't stop reading...","Brenda Barnes","62678426","R1O7VASXW9JBU9","1555248056","This book is hard to put down! I went through period of believing Anna and then thinking she'd lost her mind. That's the beauty of the way the book is written. I didn't see the ending until it smacked me right in the face. This was a fun one to read!",5
"1890","A Gentleman in Moscow: A Novel","Mixed","DMost","0143110438","RJAAJC70CXW2S","1555248557","I had a hard time with this book. It was well written and I loved the relaitoship with the young girl but it dragged and did not seem to pickup speed or engage me further. I stopped reading at the end as it just didnt hold my interest.",2
"1891","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","One of the most incredible books I’ve ever read","CC","62319795","RPFAVXI88E4NN","1555248649","Omg. Stunning book. Michelle is riding is outstanding. I desperately wish she could have seen the events of the last few weeks. Absolutely could not have loved this book more. In fact I want to reread it. But also sleep with pipe under my pillow",5
"1892","The River: A novel","A perilous journey","switterbug/Betsey Van Horn","525521879","RLSOHLSY824LW","1555248727","Two Dartmouth College best buddies, Jack and Wynn, are united by a love of literature and landscape, nature and the power of words to transform them. They savor the terse and virile writers like Conrad and James Dickey, even Louis L’Amour, and they share Hemingway’s ardor for fishing. One summer break, they decide to rough it in the Northern Canadian wilderness and take a month-long river canoe trip. They are experienced in all things wilderness, and are well-prepped for the journey (except for not taking a sat phone for safety—the only incredulous decision-making in the novel). Off they go for the outdoor expedition of their lives!Jack has a past of great loss that he still hasn’t resolved, possesses a bit of a glass half empty philosophy, and is quick and instinctive in judgment. Wynn is more studied and spiritual, more glass half full in his outlook. They complement each other, and take pride in their acumen with all things river, canoe, and wilderness. Heller, who is also a Dartmouth grad and has kayaked all over the world, must have a trace of Jack and Wynn within him. And, like his previous novel, THE PAINTER, he seamlessly intersects nature and art, so that the landscape, in his frequently anthropomorphic, metaphorical descriptions, is a character in itself.“The implacability and violence of nature always awed him. That it could be entirely heedless and yet so beautiful…But also its intricate intelligence. Its balancings. Its quiet compensations. It was like some unnamed justice permeated everything.”The story kicks off quickly and the challenges they face will test their better angels vs. their demons. Nature and man commingle and combust in equal measure, and the pages turn heatedly as you journey to the end of the river with the two young men. Is this river trip truly heaven on earth, or will it be a hellish grave? The twists, turns, perils, and eternal poetry of the wilderness are reflected in Heller’s prose. I was breathless when I came to the end.",5
"1895","A Gentleman in Moscow: A Novel","Thoughtful , beautiful story.","Nutritionista","0143110438","R3PG9LFU7Z1PEV","1555248917","I wasn't sure I would like this book. I'm glad I picked it up and stuck with it. The story unfolds with a beautiful array of characters. The ability for one man to make the confines of a hotel his universe, and happily so, reminds us  to be thankful for what we do have and worry less about what we don't. And also to take advantage of opportunity, not lose hope, and hold on to our creativity.",5
"1897","Less (Winner of the Pulitzer Prize): A Novel","complicated","R. Zocher","0316316121","R2OCRRGFS2C2U4","1555249064","difficult read",5
"1898","The Savior (The Black Dagger Brotherhood series)","Magic Reawakened","Lori McCarthy","1501194941","R37FT2I1BRSWWF","1555249107","Honestly, I was starting to lose interest in BDB. I couldn't be happier with Murhder's story. Ward makes a powerful comeback with this one!",5
"1899","Run Away","Not disappointed!","Chev49","1538748460","RIWXMAWREWCW1","1555249177","Typical great read from Harlan Coben.  I could not put it down!  This Author never disappoints!",5
"1901","Lies My Doctor Told Me Second Edition: Medical…","Five Stars","MDW","162860378X","R1E70TP5743Z98","1555249266","Something new",5
"1902","Pet Sematary: A Novel","Five Stars","Mike Goforth","198211598X","R2JJQP7V2RF57I","1555249284","Awesome book in excellant condition.",5
"1904","A Gentleman in Moscow: A Novel","Very enjoyable book!","Katherine Larson","0143110438","RO750FUZ6XQGI","1555249637","The author held my interest from the beginning to end!  Enjoyed the history lesson regarding one man's life under house arrest at the Metropole hotel in Moscow after the Revolution.  Many interesting characters and situations were brought to life in the book.",5
"1905","A Gentleman in Moscow: A Novel","Highly recommended book!","Linda","0143110438","R1DVZTYHX583GG","1555249757","This book arrived right on time and is in hardback form.  It was a wonderful book!  The writing is exceptional and the characters are very interesting.  It is a fabulous historical novel describing the things that happened to the Russian people after the Revolution.",5
"1906","A Gentleman in Moscow: A Novel","This is a wonderful piece of writing","john weis","0143110438","R1BPFAHYUOVAIX","1555249877","This is a wonderful piece of writing; a story which is creative and imaginative in it's telling. With insights into Russian history and culture the reader is brought along a new way of story telling that is enjoyable and charming. Each night I looked forward to sitting down and having it's civility usher me to sleep.",4
"1909","Say Something","Intersectional B.S.","Laura","545865034","R1F5QD70FZE18V","1555250227","The pictures in this book are aimed at flipping a perceived power imbalance between white (particularly male) children and all other groups.  This is a flawed and toxic ideology.  Teaching children to perceive the world this way will have disastrous consequences for our society.",1
"1910","Lies My Doctor Told Me Second Edition: Medical…","no comment","Jay Hinshaw","162860378X","RTN13F9520KSY","1555250286","very good book-still reading",4
"1912","The Woman in the Window: A Novel","Two Stars","Jean K White","62678426","R35CURQPJ7AK6W","1555250365","It took forever to get to the interesting and exciting plot twists!",2
